,Brand,Model_Year,Capacity,Star_Rating,Inverter_Type,Rating,Annual_Power,Room_size,Warranty,Original_Price,Dicount_Pct,Price_After_Discount
865,Haier,2023,1.5,2,Star Split Extreme,4.2,1255.0,90,1,45999,29,42200
866,Voltas,2024,1.5,5,Star Split Inverter,4.2,533.61,90,1,60158,51,36970
867,IFB,2025,1.0,3,Star Split Inverter,4.0,1220.59,111 - 150,1,75990,46,25990
868,Acerpure,2025,1.5,3,Star Split Inverter,4.2,952.68,111 - 150,1,48849,41,26499
869,Blue Star,2023,1.5,5,Star Split Inverter,4.2,1180.51,90,1,45090,46,39850
870,Blue Star,2024,0.8,3,Star Split Inverter,4.2,1595.0,111 - 150,1,74500,40,25490
871,Voltas,2024,1.0,5,Star Split Inverter,4.2,1123.23,111 - 150,1,42500,48,32800
872,Lloyd,2025,1.5,4,Star Window AC,4.0,751.28,90,1,63990,42,29410
873,IFB,2025,1.0,5,Star Split Inverter,3.1,657.31,90,1,50990,44,36150
874,Hitachi,2023,1.8,4,Star Split Inverter,3.1,1590.0,111 - 150,1,64900,39,57999
875,Hitachi,2023,1.8,4,Star Split Inverter,4.2,770.98,90,1,95700,39,57999
876,IFB,2025,1.5,3,Star Split Inverter,4.3,544.39,151 - 200,1,96450,47,29990
877,Midea,2025,1.5,3,Star Split Inverter,4.1,511.13,151 - 200,1,57146,51,27990
878,Lloyd,2025,1.5,5,Star Split AC,4.1,1114.71,111 - 150,1,57400,45,38750
879,LG,2025,1.5,3,Star Split Inverter,4.1,531.63,111 - 150,1,70500,42,34350
880,Voltas,2024,1.0,3,Star Split Inverter,4.3,1096.51,111 - 150,1,59990,52,26999
881,Samsung,2025,1.5,5,Star Split Inverter,4.1,1096.51,111 - 150,1,56390,48,40990
882,Whirlpool,2025,1.5,3,Star Split Inverter,4.2,946.17,90,1,79190,50,30537
883,Daikin,2025,1.5,3,Star Split Inverter,4.2,952.68,111 - 150,1,62000,60,33610
884,LG,2024,1.5,5,Star Split Dual,3.9,794.34,111 - 150,5,85400,51,41936
885,Haier,2024,1.5,3,Star Window with,4.2,2250.0,111 - 150,1,85990,43,26799
886,Blue Star,2025,1.5,5,Star Split Inverter,4.1,672.93,111 - 150,1,47400,40,40990
887,Voltas,2025,2.0,3,Star Split Inverter,4.1,751.24,111 - 150,1,69100,38,48999
888,Godrej,2025,2.0,3,Star Cassette Inverter,4.0,1088.62,111 - 150,1,79990,39,65850
889,Godrej,2024,1.5,3,Star Hot and,4.2,966.47,151 - 200,1,109000,39,33699
890,Voltas,2024,1.5,5,Star Split Inverter,4.0,744.54,151 - 200,1,55900,51,36970
891,IFB,2025,1.0,3,Star Split Inverter,4.2,1203.74,111 - 150,1,75990,46,25990
892,CARRIER,2024,2.0,5,Star Split Inverter,4.2,783.33,111 - 150,5,48849,45,49999
893,Voltas,2025,1.5,3,Star Split Inverter,3.9,1220.59,90,1,91600,46,32950
894,Daikin,2025,2.02,3,Star Split Inverter,3.2,1276.27,151 - 200,1,61990,29,60999
895,Equator,2025,0.75,3,Star Split Inverter,4.2,905.41,111 - 150,1,86700,10,44990
896,Blue Star,2024,0.8,3,Star Split Inverter,4.2,751.28,90,1,49990,40,25490
897,Voltas,2024,1.0,5,Star Split Inverter,4.2,657.31,90,1,42500,48,32800
898,Voltas,2025,1.5,3,Star Split Inverter,4.1,920.55,90,1,63990,40,32850
899,Lloyd,2025,1.5,3,Star Split Inverter,4.2,1685.0,111 - 150,1,55600,44,31320
900,IFB,2025,1.5,3,Star Split Inverter,4.3,1372.85,111 - 150,1,55990,47,29990
901,Midea,2025,1.5,3,Star Split Inverter,4.0,544.39,111 - 150,1,57146,51,27990
902,Lloyd,2025,1.0,5,Star Split Inverter,4.1,511.13,111 - 150,1,57400,51,31999
903,Blue Star,2023,1.5,3,Star Split Inverter,4.2,1039.98,90,1,65990,45,33940
904,CARRIER,2025,1.0,3,Star Split Inverter,4.1,990.77,111 - 150,1,62500,37,31250
905,Blue Star,2025,1.0,5,Star Split Inverter,4.1,946.17,90,1,50400,36,39990
906,Voltas,2024,1.0,3,Star Split Inverter,4.3,952.68,90,5,63000,52,26999
907,Samsung,2025,1.5,5,Star Split Inverter,4.0,1002.84,90,1,56390,48,40990
908,Godrej,2025,1.0,5,Star Split Inverter,4.2,685.62,111 - 150,1,79190,34,36455
909,CARRIER,2023,2.0,3,Star Split AI,4.2,517.83,90,5,55400,39,48650
910,Blue Star,2025,1.5,5,Star Split Inverter,4.1,672.93,151 - 200,1,80900,40,40990
911,Voltas,2025,2.0,3,Star Split Inverter,4.1,751.24,111 - 150,1,69100,38,48999
912,Daikin,2025,2.02,3,Star Split Inverter,3.9,611.29,151 - 200,1,79990,29,60990
913,Panasonic,2025,1.5,3,Star Split Inverter,4.2,1249.82,111 - 150,1,86800,35,36470
914,Haier,2024,1.0,3,Star Window with,4.1,783.33,90,1,56400,45,23199
915,Hisense,2024,1.5,5,Star Split Inverter,4.2,1220.59,111 - 150,1,42500,27,40990
916,Voltas,2024,1.5,5,Star Split Inverter,4.2,1372.85,111 - 150,1,56500,51,36970
917,IFB,2025,1.0,3,Star Split Inverter,4.0,1003.57,90,1,75990,46,25990
918,Voltas,2025,1.5,5,Star Split Inverter,4.2,774.11,111 - 150,1,48849,49,37850
919,CARRIER,2024,1.0,3,Star Split Inverter,4.2,767.34,90,1,75400,43,33250
920,Blue Star,2024,0.8,3,Star Split Inverter,4.2,751.28,90,1,58690,40,25490
921,Voltas,2024,1.0,5,Star Split Inverter,4.2,657.31,90,1,42500,48,32800
922,Voltas,2025,1.5,5,Star Split Inverter,4.2,893.02,111 - 150,1,63990,48,38650
923,CARRIER,2024,2.0,3,Star Split Inverter,4.2,999.69,151 - 200,1,75400,42,47850
924,Blue Star,2023,1.0,4,Star Split Inverter,4.2,544.39,90,1,82500,52,28490
925,Panasonic,2025,1.5,3,Star Split Inverter,4.2,511.13,111 - 150,1,59500,44,33850
926,IFB,2025,1.5,3,Star Split Inverter,4.2,893.02,111 - 150,1,60500,47,29990
927,Midea,2025,1.5,3,Star Split Inverter,4.3,1249.82,111 - 150,1,57146,51,27990
928,CARRIER,2024,1.5,5,Star Split Inverter,4.2,583.06,111 - 150,1,57400,49,39850
929,Daikin,2025,1.5,3,Star Split Inverter,4.2,1000.53,111 - 150,1,78990,38,35990
930,Voltas,2024,1.0,3,Star Split Inverter,4.1,946.17,90,1,58400,52,26999
931,Samsung,2025,1.5,5,Star Split Inverter,4.3,952.68,111 - 150,1,56390,48,40990
932,Lloyd,2025,1.5,3,Star Window Inverter,4.1,754.05,111 - 150,1,79190,10,47555
933,IFB,2023,1.0,2,Star Split Inverter,4.0,966.47,90,1,52999,16,32998
934,Haier,2025,1.5,3,Star Split Inverter,4.0,672.93,111 - 150,5,39390,57,33850
935,Haier,2023,1.6,5,Star Split Inverter,4.2,751.24,151 - 200,1,80500,44,41399
936,CARRIER,2025,1.0,5,Star Split Inverter,4.1,1222.32,90,1,74490,47,31990
937,Voltas,2024,1.5,5,Star Split Inverter,4.2,773.19,111 - 150,1,61300,51,36970
938,Voltas,2025,1.5,5,Star Window AC,4.3,925.24,111 - 150,1,75990,46,34690
939,Voltas,2025,1.5,5,Star Split Inverter,4.2,828.37,111 - 150,1,68900,40,36850
940,Blue Star,2024,0.8,3,Star Split Inverter,4.2,536.2,90,1,42500,46,25490
941,IFB,2025,1.0,3,Star Split Inverter,4.0,751.28,90,1,48849,45,25990
942,Voltas,2025,1.5,3,Star Split Inverter,4.2,1157.29,111 - 150,1,60190,39,32850
943,Panasonic,2024,1.5,3,Star Split Inverter,4.2,892.9,111 - 150,1,56500,34,34350
944,Voltas,2025,1.5,5,Star Window Inverter,4.3,544.39,111 - 150,1,51990,27,34150
945,Haier,2024,1.5,5,Star Split Inverter,4.1,657.31,111 - 150,1,50967,48,37150
946,Voltas,2024,1.0,5,Star Split Inverter,4.2,952.59,90,1,61300,47,32800
947,IFB,2025,1.5,3,Star Split Inverter,4.2,1110.59,111 - 150,1,63990,49,29990
948,Voltas,2024,1.5,3,Star Split Inverter,4.2,743.05,111 - 150,1,57146,40,32890
949,Haier,2024,1.5,5,Star Window Dual,4.2,511.13,111 - 150,1,64990,53,32880
950,Samsung,2025,1.5,3,Star Split Inverter,4.1,946.17,111 - 150,1,55300,51,33991
951,Midea,2025,1.5,3,Star Split Inverter,4.3,975.26,111 - 150,1,72790,39,27990
952,Hitachi,2023,1.0,5,Star Split Inverter,4.2,1102.64,90,1,57400,46,37580
953,Blue Star,2025,1.5,5,Star Split Inverter,4.2,852.47,111 - 150,1,62600,7,39850
954,Panasonic,2024,1.0,5,Star Split Inverter,4.2,952.68,90,5,74500,35,51178
955,Godrej,2024,1.0,3,Star Split Inverter,4.0,533.61,90,1,55400,52,26999
956,Voltas,2024,1.0,3,Star Split Inverter,4.1,774.88,90,1,41900,40,26999
957,Samsung,2025,1.5,3,Star Split Inverter,4.1,523.98,111 - 150,1,56390,50,37491
958,CARRIER,2025,1.5,5,Star Split Inverter,4.2,675.33,111 - 150,1,63490,29,39450
959,Blue Star,2025,1.0,3,Star Split AC,4.1,672.93,90,1,79890,51,32745
960,Voltas,2024,1.5,5,Star Split Inverter,4.2,1047.62,111 - 150,1,46250,51,36970
961,Blue Star,2024,0.8,3,Star Split Inverter,4.2,871.59,90,5,75990,40,25490
962,Blue Star,2024,1.0,3,Star Window AC,4.2,681.21,90,1,42500,16,27500
963,Haier,2024,1.6,5,Star Split Inverter,4.2,751.28,151 - 200,1,32911,42,43650
964,Blue Star,2024,1.5,3,Star Split Inverter,4.1,544.39,111 - 150,1,76500,44,33850
965,Voltas,2025,1.0,3,Star Split Inverter,4.1,1395.0,90,1,60500,42,35260
966,Voltas,2024,1.0,5,Star Split Inverter,4.2,1012.44,90,1,60990,48,32800
967,Samsung,2025,1.5,3,Star Split Inverter,4.1,672.93,111 - 150,1,63990,53,33991
968,Hitachi,2024,2.0,3,Star Split Inverter,4.0,511.13,151 - 200,1,72790,41,43430
969,Haier,2024,1.6,5,Star Split Inverter,4.2,852.47,151 - 200,1,74050,50,38780
970,Voltas,2024,1.0,3,Star Split Inverter,4.1,1277.22,90,5,79000,52,26999
971,CARRIER,2025,1.0,5,Star Split Inverter,4.1,836.95,90,1,56390,47,31990
972,CARRIER,2025,1.0,3,Star Split Inverter,4.2,672.93,90,1,61300,34,30105
973,Electrolux,2025,1.5,5,Star Split Inverter,3.8,536.2,111 - 150,1,45900,32,73990
974,Godrej,2025,1.1,3,Star Split Inverter,3.9,2550.0,91 - 110,1,43499,40,29500
975,Haier,2025,1.0,5,Star Split Inverter,4.1,758.6,90,1,60500,40,35800
976,Samsung,2025,1.5,3,Star Split Inverter,4.1,738.41,111 - 150,1,63490,46,37491
977,Haier,2025,1.0,3,Star Split Dual,4.1,541.48,90,1,54500,42,28990
978,Voltas,2025,2.0,3,Star Split Inverter,4.1,1047.62,151 - 200,5,74264,43,42350
979,Voltas,2025,2.0,3,Star Split Inverter,4.1,688.52,151 - 200,5,75000,38,42350
980,Voltas,2025,2.0,3,Star Split Inverter,4.3,1220.59,151 - 200,1,79990,51,48999
981,Midea,2025,1.5,3,Star Split Inverter,4.2,952.68,111 - 150,1,57400,36,27990
982,Hitachi,2025,1.0,5,Star Split Inverter,4.1,533.61,90,1,56500,42,35990
983,Voltas,2025,1.0,3,Star Split Inverter,4.2,672.93,90,1,58990,51,34000
